,factors,num_factors,cv_score,cv_score_std
3323,"['c12_sc', 'cohesive_energy_fcc', 'unstable_stack_energy_fcc']",3,-0.3273061079993269,0.0407025156554517
2727,"['c11_fcc', 'intr_stack_fault_energy_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.32738712899646205,0.07242780066654271
3831,"['thermal_expansion_coeff_fcc', 'extr_stack_fault_energy_fcc', 'vacancy_migration_energy_fcc']",3,-0.32739098232562824,0.08549872424608633
2951,"['c12_bcc', 'c12_fcc', 'c44_fcc']",3,-0.3275871157342006,0.13691520424477777
1670,"['bulk_modulus_bcc', 'c44_fcc', 'cohesive_energy_fcc']",3,-0.3277010705753029,0.09664383034312818
3006,"['c12_bcc', 'c44_fcc', 'intr_stack_fault_energy_fcc']",3,-0.327754169025772,0.11520340988405696
2749,"['c11_fcc', 'unstable_twinning_energy_slip_fraction_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.3277623894420287,0.07872741269983431
696,"['lattice_constant_bcc', 'c44_fcc', 'surface_energy_100_fcc']",3,-0.3277729149662476,0.09994192105816432
2286,"['bulk_modulus_sc', 'intr_stack_fault_energy_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.32779114419551497,0.0503753989500589
3386,"['c12_sc', 'unstable_stack_energy_fcc', 'vacancy_migration_energy_fcc']",3,-0.3278231944704995,0.060393638716219014
3546,"['c44_fcc', 'cohesive_energy_fcc', 'extr_stack_fault_energy_fcc']",3,-0.3278667265721566,0.09107119905624612
3301,"['c12_sc', 'c44_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.3278747928703038,0.08590629959646938
2178,"['bulk_modulus_sc', 'c12_sc', 'relaxed_formation_potential_energy_fcc']",3,-0.3280864663107511,0.04440330565542713
1024,"['lattice_constant_fcc', 'c12_sc', 'relaxed_formation_potential_energy_fcc']",3,-0.32809513139380037,0.04091974810795607
2774,"['c11_sc', 'c12_bcc', 'relaxed_formation_potential_energy_fcc']",3,-0.3280999746775794,0.044392378857092844
1302,"['lattice_constant_sc', 'c12_bcc', 'c44_fcc']",3,-0.32811883766341565,0.09782421478798058
3603,"['c44_fcc', 'intr_stack_fault_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.3281931758369142,0.09618836225589365
